token	category
阻到	Shared/Neutral
食飽	Shared/Neutral
但一	Shared/Neutral
想知道	Shared/Neutral
的動作	Shared/Neutral
總經理	Shared/Neutral
就搞	Shared/Neutral
或會	Shared/Neutral
買貴	Shared/Neutral
順風	Shared/Neutral
不斷	Shared/Neutral
二來	Shared/Neutral
看到了	Shared/Neutral
經濟體	Shared/Neutral
兩個人	Shared/Neutral
我地香港人	Shared/Neutral
光速	Shared/Neutral
布袋	Shared/Neutral
無料	Shared/Neutral
落入	Shared/Neutral
防範	Shared/Neutral
就會變	Shared/Neutral
拎曬	Shared/Neutral
三個鐘	Shared/Neutral
入決賽	Shared/Neutral
作為一個	Shared/Neutral
我反而覺得	Shared/Neutral
到出	Shared/Neutral
都高	Shared/Neutral
好後悔	Shared/Neutral
被罷工	Shared/Neutral
通常會	Shared/Neutral
買餸	Shared/Neutral
類比	Shared/Neutral
而為	Shared/Neutral
負荷	Shared/Neutral
同之前	Shared/Neutral
平半	Shared/Neutral
秒殺	Shared/Neutral
要由	Shared/Neutral
難打	Shared/Neutral
居留權	Shared/Neutral
我老婆	Shared/Neutral
加泰集會	Shared/Neutral
娛百	Shared/Neutral
原罪	Shared/Neutral
告你	Shared/Neutral
氛圍	Shared/Neutral
腦殘	Shared/Neutral
舊版	Shared/Neutral
頂帽	Shared/Neutral
你想點	Shared/Neutral
改良	Shared/Neutral
無緣	Shared/Neutral
紅旗	Shared/Neutral
翻新	Shared/Neutral
菩薩	Shared/Neutral
貫徹	Shared/Neutral
香味	Shared/Neutral
禮賓府	Shared/Neutral
試當真	Shared/Neutral
老老豆豆	Shared/Neutral
幾何	Shared/Neutral
有水	Shared/Neutral
美帝	Shared/Neutral
你鍾意	Shared/Neutral
要面對	Shared/Neutral
輸到仆街	Shared/Neutral
無賴	Shared/Neutral
愛回家	Shared/Neutral
班底	Shared/Neutral
睇少	Shared/Neutral
下午	Shared/Neutral
到時候	Shared/Neutral
可以接受	Shared/Neutral
屯門公園	Shared/Neutral
不散	Shared/Neutral
住所	Shared/Neutral
受審	Shared/Neutral
此前	Shared/Neutral
賤民	Shared/Neutral
防火	Shared/Neutral
最好睇	Shared/Neutral
你都係	Shared/Neutral
實際上	Shared/Neutral
完錢	Shared/Neutral
時就	Shared/Neutral
海域	Shared/Neutral
疑慮	Shared/Neutral
但都要	Shared/Neutral
比你睇	Shared/Neutral
答案係	Shared/Neutral
傳教	Shared/Neutral
充公	Shared/Neutral
天鵝	Shared/Neutral
幫兇	Shared/Neutral
搏命	Shared/Neutral
每位	Shared/Neutral
法比	Shared/Neutral
簡體	Shared/Neutral
罪證	Shared/Neutral
要轉	Shared/Neutral
全天	Shared/Neutral
另加	Shared/Neutral
椅子	Shared/Neutral
極低	Shared/Neutral
與我	Shared/Neutral
要塞	Shared/Neutral
要幫	Shared/Neutral
馬明	Shared/Neutral
我買	Shared/Neutral
年已經	Shared/Neutral
敘利亞	Shared/Neutral
旅遊業	Shared/Neutral
上半場	Shared/Neutral
三級	Shared/Neutral
冠聰	Shared/Neutral
答到	Shared/Neutral
運算	Shared/Neutral
都嫌	Shared/Neutral
龍獅	Shared/Neutral
天文	Shared/Neutral
銅鑼灣	Shared/Neutral
再推	Shared/Neutral
大敗	Shared/Neutral
倫敦金	Shared/Neutral
衝入去	Shared/Neutral
連尼住	Shared/Neutral
凝視	Shared/Neutral
原版	Shared/Neutral
夾住	Shared/Neutral
今天的	Shared/Neutral
個結果	Shared/Neutral
敬請	Shared/Neutral
苦笑	Shared/Neutral
陶宛	Shared/Neutral
雙向	Shared/Neutral
心寒	Shared/Neutral
行返	Shared/Neutral
鮑魚	Shared/Neutral
黨的	Shared/Neutral
只會	Shared/Neutral
平日	Shared/Neutral
其實幾	Shared/Neutral
都繼續	Shared/Neutral
五大訴求	Shared/Neutral
元老	Shared/Neutral
去學	Shared/Neutral
跳到	Shared/Neutral
輸得	Shared/Neutral
勁多人	Shared/Neutral
但係你	Shared/Neutral
香港編年史	Shared/Neutral
伺服	Shared/Neutral
似樣	Shared/Neutral
客廳	Shared/Neutral
我已	Shared/Neutral
正規	Shared/Neutral
皆因	Shared/Neutral
要帶	Shared/Neutral
青蛙	Shared/Neutral
二噁英	Shared/Neutral
廿幾歲	Shared/Neutral
民賤聯	Shared/Neutral
關我撚事	Shared/Neutral
住院	Shared/Neutral
索償	Shared/Neutral
係咩事	Shared/Neutral
邊個做	Shared/Neutral
早幾年	Shared/Neutral
其實大家	Shared/Neutral
圍威	Shared/Neutral
收兵	Shared/Neutral
最為	Shared/Neutral
禍害	Shared/Neutral
若果	Shared/Neutral
去中國	Shared/Neutral
公屋居屋	Shared/Neutral
事態	Shared/Neutral
初衷	Shared/Neutral
太后	Shared/Neutral
硬碰	Shared/Neutral
稀有	Shared/Neutral
蓄意	Shared/Neutral
都賣	Shared/Neutral
匈牙利	Shared/Neutral
非常之	Shared/Neutral
都會覺得	Shared/Neutral
和他	Shared/Neutral
學科	Shared/Neutral
跟到	Shared/Neutral
想想	Shared/Neutral
炒賣	Shared/Neutral
第十	Shared/Neutral
豬瘟	Shared/Neutral
決定	Shared/Neutral
的模樣	Shared/Neutral
不設	Shared/Neutral
特意	Shared/Neutral
觸碰	Shared/Neutral
醜惡	Shared/Neutral
呢幾個	Shared/Neutral
男一女	Shared/Neutral
老爺	Shared/Neutral
好似你	Shared/Neutral
冷震	Shared/Neutral
彈入	Shared/Neutral
整親	Shared/Neutral
何文田	Shared/Neutral
當中包括	Shared/Neutral
向你	Shared/Neutral
波子	Shared/Neutral
花紅	Shared/Neutral
起伏	Shared/Neutral
電費	Shared/Neutral
出問題	Shared/Neutral
視而不見	Shared/Neutral
個故	Shared/Neutral
咬住	Shared/Neutral
最長	Shared/Neutral
的血	Shared/Neutral
稅收	Shared/Neutral
浸大	Shared/Neutral
留個	Shared/Neutral
秒回	Shared/Neutral
驚死	Shared/Neutral
先係真	Shared/Neutral
最需要	Shared/Neutral
法西斯	Shared/Neutral
仲有幾多	Shared/Neutral
嶽橋	Shared/Neutral
極之	Shared/Neutral
先發覺	Shared/Neutral
條撚屌	Shared/Neutral
自己鍾意	Shared/Neutral
全靠	Shared/Neutral
向她	Shared/Neutral
圖像	Shared/Neutral
新盤	Shared/Neutral
移居	Shared/Neutral
聚焦	Shared/Neutral
著你	Shared/Neutral
要把	Shared/Neutral
高爾	Shared/Neutral
有意思	Shared/Neutral
你依家	Shared/Neutral
單拖	Shared/Neutral
腳下	Shared/Neutral
自己打	Shared/Neutral
休閒	Shared/Neutral
美術	Shared/Neutral
重整	Shared/Neutral
馬田	Shared/Neutral
直至	Shared/Neutral
方面的	Shared/Neutral
比心機	Shared/Neutral
計劃需	Shared/Neutral
得個講字	Shared/Neutral
老老實實	Shared/Neutral
以待	Shared/Neutral
報酬	Shared/Neutral
好番	Shared/Neutral
想搞	Shared/Neutral
鐳射	Shared/Neutral
係咪得	Shared/Neutral
有小小	Shared/Neutral
真係好慘	Shared/Neutral
深層	Shared/Neutral
護主	Shared/Neutral
贖罪	Shared/Neutral
醫藥	Shared/Neutral
學咩人	Shared/Neutral
海底撈	Shared/Neutral
些路	Shared/Neutral
婦人	Shared/Neutral
強的	Shared/Neutral
得悉	Shared/Neutral
搶劫	Shared/Neutral
鹽水	Shared/Neutral
令大家	Shared/Neutral
另一名	Shared/Neutral
會更好	Shared/Neutral
抗日	Shared/Neutral
講波	Shared/Neutral
好得意	Shared/Neutral
進行了	Shared/Neutral
我想知	Shared/Neutral
移除	Shared/Neutral
係得	Shared/Neutral
我真的	Shared/Neutral
做完	Shared/Neutral
聲好氣	Shared/Neutral
自由的	Shared/Neutral
對等	Shared/Neutral
就問	Shared/Neutral
就扮	Shared/Neutral
添馬	Shared/Neutral
玩了	Shared/Neutral
發緊	Shared/Neutral
等車	Shared/Neutral
新幹線	Shared/Neutral
沒辦法	Shared/Neutral
心理質素	Shared/Neutral
備受	Shared/Neutral
力宏	Shared/Neutral
叫到	Shared/Neutral
拉利	Shared/Neutral
用地	Shared/Neutral
有影響	Shared/Neutral
其他手足	Shared/Neutral
批人	Shared/Neutral
暴風	Shared/Neutral
未獲	Shared/Neutral
較少	Shared/Neutral
限於	Shared/Neutral
等公民	Shared/Neutral
連儂牆	Shared/Neutral
一句說話	Shared/Neutral
一次又一次	Shared/Neutral
些少	Shared/Neutral
差到	Shared/Neutral
從不	Shared/Neutral
接過	Shared/Neutral
死狗	Shared/Neutral
而退	Shared/Neutral
自相	Shared/Neutral
補時	Shared/Neutral
財仔	Shared/Neutral
成隊	Shared/Neutral
都好易	Shared/Neutral
黑警死全家	Shared/Neutral
六十	Shared/Neutral
同黃	Shared/Neutral
組團	Shared/Neutral
行走	Shared/Neutral
你無	Shared/Neutral
我去	Shared/Neutral
一齊走	Shared/Neutral
好好珍惜	Shared/Neutral
入稟	Shared/Neutral
叮噹	Shared/Neutral
大欖	Shared/Neutral
免費	Shared/Neutral
小動作	Shared/Neutral
有心人	Shared/Neutral
明明係	Shared/Neutral
三寶	Shared/Neutral
就更	Shared/Neutral
山大	Shared/Neutral
打好	Shared/Neutral
正比	Shared/Neutral
流利	Shared/Neutral
開名	Shared/Neutral
就成日	Shared/Neutral
有人覺得	Shared/Neutral
堵塞	Shared/Neutral
聽朝	Shared/Neutral
了出來	Shared/Neutral
都幾多	Shared/Neutral
就算有	Shared/Neutral
有待	Shared/Neutral
李小龍	Shared/Neutral
排骨	Shared/Neutral
格鬥	Shared/Neutral
白裏	Shared/Neutral
落我	Shared/Neutral
走難	Shared/Neutral
老婆	Shared/Neutral
偉大的	Shared/Neutral
不符	Shared/Neutral
小怪	Shared/Neutral
我將	Shared/Neutral
港式	Shared/Neutral
重置	Shared/Neutral
主要是	Shared/Neutral
仲覺得	Shared/Neutral
好明顯係	Shared/Neutral
百度	Shared/Neutral
秋生	Shared/Neutral
輪功	Shared/Neutral
香港仔	Shared/Neutral
布拉	Shared/Neutral
矮仔	Shared/Neutral
破頂	Shared/Neutral
翻版	Shared/Neutral
鼻子	Shared/Neutral
去支持	Shared/Neutral
就好撚	Shared/Neutral
豪坊	Shared/Neutral
有關的	Shared/Neutral
上個月	Shared/Neutral
喫喝玩樂	Shared/Neutral
做你	Shared/Neutral
心力	Shared/Neutral
有腦	Shared/Neutral
鋪排	Shared/Neutral
鞋底	Shared/Neutral
已集合	Shared/Neutral
的男子	Shared/Neutral
數一數二	Shared/Neutral
他對	Shared/Neutral
本來就	Shared/Neutral
倫多	Shared/Neutral
國勇	Shared/Neutral
自救	Shared/Neutral
谷底	Shared/Neutral
迴響	Shared/Neutral
難頂	Shared/Neutral
小時候	Shared/Neutral
真係得啖笑	Shared/Neutral
近來	Shared/Neutral
追上	Shared/Neutral
霸道	Shared/Neutral
未來的	Shared/Neutral
互相尊重	Shared/Neutral
政治正確	Shared/Neutral
係第	Shared/Neutral
又易	Shared/Neutral
救火	Shared/Neutral
離港	Shared/Neutral
是我們	Shared/Neutral
人格分裂	Shared/Neutral
內功	Shared/Neutral
致歉	Shared/Neutral
馬主	Shared/Neutral
期待	Shared/Neutral
不願意	Shared/Neutral
名巴絲	Shared/Neutral
來得	Shared/Neutral
勁人	Shared/Neutral
去試	Shared/Neutral
水庫	Shared/Neutral
激起	Shared/Neutral
火雞	Shared/Neutral
過高	Shared/Neutral
好好地	Shared/Neutral
自己在	Shared/Neutral
應該要	Shared/Neutral
不合作運動	Shared/Neutral
名巴絲感想	Shared/Neutral
已集合超過	Shared/Neutral
名巴絲感想香港編年史	Shared/Neutral
不敵	Shared/Neutral
月先	Shared/Neutral
終生	Shared/Neutral
解約	Shared/Neutral
實際	Shared/Neutral
三十歲	Shared/Neutral
女學生	Shared/Neutral
的目光	Shared/Neutral
知道我	Shared/Neutral
到一個點	Shared/Neutral
倫理	Shared/Neutral
固執	Shared/Neutral
完了	Shared/Neutral
審美	Shared/Neutral
阻膠	Shared/Neutral
作者	Shared/Neutral
一面倒	Shared/Neutral
事事	Shared/Neutral
窗外	Shared/Neutral
儘管	Shared/Neutral
比人睇	Shared/Neutral
一覽	Shared/Neutral
機遇	Shared/Neutral
營地	Shared/Neutral
致死	Shared/Neutral
將來	Shared/Neutral
一個位	Shared/Neutral
又有得	Shared/Neutral
果條友	Shared/Neutral
都值得	Shared/Neutral
阻撚住	Shared/Neutral
想有	Shared/Neutral
新娘	Shared/Neutral
原因	Shared/Neutral
未至於	Shared/Neutral
製作人	Shared/Neutral
已經有人	Shared/Neutral
山上	Shared/Neutral
根性	Shared/Neutral
美聯	Shared/Neutral
鄉村	Shared/Neutral
返工返學	Shared/Neutral
俊傑	Shared/Neutral
古人	Shared/Neutral
行內	Shared/Neutral
觀望	Shared/Neutral
正確	Shared/Neutral
女歌手	Shared/Neutral
服務業	Shared/Neutral
子傑	Shared/Neutral
重的	Shared/Neutral
點寫	Shared/Neutral
都幾	Shared/Neutral
下次再	Shared/Neutral
滿足感	Shared/Neutral
認受性	Shared/Neutral
一定可以	Shared/Neutral
強姦輪姦	Shared/Neutral
又柒	Shared/Neutral
報稱	Shared/Neutral
早走	Shared/Neutral
高呼	Shared/Neutral
條仔	Shared/Neutral
中小	Shared/Neutral
來做	Shared/Neutral
地城	Shared/Neutral
水煮	Shared/Neutral
洗鬼	Shared/Neutral
綠表	Shared/Neutral
跑道	Shared/Neutral
轉播	Shared/Neutral
鬥快	Shared/Neutral
似乎	Shared/Neutral
演變成	Shared/Neutral
以為自己好撚	Shared/Neutral
壓測	Shared/Neutral
真空	Shared/Neutral
退款	Shared/Neutral
只能	Shared/Neutral
交通燈	Shared/Neutral
但始終	Shared/Neutral
到訪	Shared/Neutral
四面	Shared/Neutral
比曬	Shared/Neutral
裁員	Shared/Neutral
裏奧	Shared/Neutral
要改	Shared/Neutral
我連	Shared/Neutral
係無辜	Shared/Neutral
拍過拖	Shared/Neutral
有錢仔	Shared/Neutral
走出來	Shared/Neutral
阿古路	Shared/Neutral
暴力行為	Shared/Neutral
為香港人	Shared/Neutral
判定	Shared/Neutral
家謙	Shared/Neutral
富臨	Shared/Neutral
潘頓	Shared/Neutral
緊咩	Shared/Neutral
另一位	Shared/Neutral
維基百科	Shared/Neutral
思緒	Shared/Neutral
注射	Shared/Neutral
上面有	Shared/Neutral
不自覺	Shared/Neutral
對你好	Shared/Neutral
好似之前	Shared/Neutral
三權	Shared/Neutral
去換	Shared/Neutral
施華	Shared/Neutral
最衰	Shared/Neutral
詹姆	Shared/Neutral
配票	Shared/Neutral
古天樂	Shared/Neutral
遊行至	Shared/Neutral
國際學校	Shared/Neutral
我才	Shared/Neutral
白石	Shared/Neutral
私有	Shared/Neutral
粒星	Shared/Neutral
花名	Shared/Neutral
金馬	Shared/Neutral
一場	Shared/Neutral
分鐘先	Shared/Neutral
段感情	Shared/Neutral
真係以為	Shared/Neutral
不善	Shared/Neutral
估值	Shared/Neutral
兩度	Shared/Neutral
地頭	Shared/Neutral
若是	Shared/Neutral
我愛你	Shared/Neutral
真係大	Shared/Neutral
笑死人	Shared/Neutral
中之	Shared/Neutral
偽造	Shared/Neutral
又中	Shared/Neutral
鐘樓	Shared/Neutral
很容易	Shared/Neutral
我意思	Shared/Neutral
國際金融中心	Shared/Neutral
一棍	Shared/Neutral
偏頗	Shared/Neutral
如無	Shared/Neutral
營盤	Shared/Neutral
請先	Shared/Neutral
犯國安法	Shared/Neutral
的可能性	Shared/Neutral
開口埋口	Shared/Neutral
容量	Shared/Neutral
抗命	Shared/Neutral
同埋我	Shared/Neutral
係係	Shared/Neutral
半鐘	Shared/Neutral
大英	Shared/Neutral
文獻	Shared/Neutral
黨內	Shared/Neutral
班人	Shared/Neutral
電視台	Shared/Neutral
仲用	Shared/Neutral
公頃	Shared/Neutral
怎會	Shared/Neutral
臺服	Shared/Neutral
記起	Shared/Neutral
買了	Shared/Neutral
連狗	Shared/Neutral
電磁	Shared/Neutral
睇埋	Shared/Neutral
人人有	Shared/Neutral
香港文化	Shared/Neutral
打尖	Shared/Neutral
旗下	Shared/Neutral
相隔	Shared/Neutral
觀賞	Shared/Neutral
地址	Shared/Neutral
我們是	Shared/Neutral
港鐵站	Shared/Neutral
馬體會	Shared/Neutral
都應該係	Shared/Neutral
一樓	Shared/Neutral
爭冠	Shared/Neutral
聽說	Shared/Neutral
開玩笑	Shared/Neutral
停頓	Shared/Neutral
行入	Shared/Neutral
係男人	Shared/Neutral
無資格	Shared/Neutral
的責任	Shared/Neutral
不一	Shared/Neutral
幾舊水	Shared/Neutral
當然是	Shared/Neutral
五人	Shared/Neutral
條隊	Shared/Neutral
證物	Shared/Neutral
連繫	Shared/Neutral
陳國	Shared/Neutral
好中意	Shared/Neutral
情況下	Shared/Neutral
有警員	Shared/Neutral
洗頭水	Shared/Neutral
囂張	Shared/Neutral
四星	Shared/Neutral
熊市	Shared/Neutral
硬上	Shared/Neutral
紐卡	Shared/Neutral
都計	Shared/Neutral
黑夜	Shared/Neutral
你連	Shared/Neutral
淨係想	Shared/Neutral
卡迪	Shared/Neutral
角力	Shared/Neutral
貼文	Shared/Neutral
天神	Shared/Neutral
太慢	Shared/Neutral
比人告	Shared/Neutral
一家大細	Shared/Neutral
即食	Shared/Neutral
又玩	Shared/Neutral
合物	Shared/Neutral
大屋	Shared/Neutral
好喇	Shared/Neutral
文貴	Shared/Neutral
頭家	Shared/Neutral
的權力	Shared/Neutral
撚但	Shared/Neutral
銀牌	Shared/Neutral
旁邊的	Shared/Neutral
不思	Shared/Neutral
不離	Shared/Neutral
仲叫	Shared/Neutral
塗鴉	Shared/Neutral
嫲嫲	Shared/Neutral
欄杆	Shared/Neutral
半場	Shared/Neutral
呢套野	Shared/Neutral
竟然係	Shared/Neutral
管有攻擊性武器	Shared/Neutral
又扮	Shared/Neutral
問心	Shared/Neutral
天價	Shared/Neutral
批發	Shared/Neutral
永世	Shared/Neutral
爆擊	Shared/Neutral
運到	Shared/Neutral
要留意	Shared/Neutral
反勝	Shared/Neutral
小販	Shared/Neutral
山車	Shared/Neutral
柬埔	Shared/Neutral
火鍋	Shared/Neutral
就因為	Shared/Neutral
青年軍	Shared/Neutral
真係一個	Shared/Neutral
不盡	Shared/Neutral
句聲	Shared/Neutral
就跌	Shared/Neutral
已讀	Shared/Neutral
心血	Shared/Neutral
返港	Shared/Neutral
出去玩	Shared/Neutral
屋企有	Shared/Neutral
買到樓	Shared/Neutral
跟我說	Shared/Neutral
個係	Shared/Neutral
傭兵	Shared/Neutral
名古屋	Shared/Neutral
核武	Shared/Neutral
跟她	Shared/Neutral
都跌	Shared/Neutral
模特兒	Shared/Neutral
煮野食	Shared/Neutral
豬隊友	Shared/Neutral
反光	Shared/Neutral
忠心	Shared/Neutral
肚子	Shared/Neutral
肥仔	Shared/Neutral
究竟係	Shared/Neutral
人民政府	Shared/Neutral
社會運動	Shared/Neutral
心灰	Shared/Neutral
拍埋	Shared/Neutral
人工低	Shared/Neutral
好尷尬	Shared/Neutral
柬埔寨	Shared/Neutral
反差	Shared/Neutral
同你玩	Shared/Neutral
呢套戲	Shared/Neutral
換言之	Shared/Neutral
自助餐	Shared/Neutral
二元	Shared/Neutral
廢票	Shared/Neutral
番你	Shared/Neutral
認輸	Shared/Neutral
係將	Shared/Neutral
師生	Shared/Neutral
拉拉	Shared/Neutral
歸邊	Shared/Neutral
縮短	Shared/Neutral
關羽	Shared/Neutral
差太遠	Shared/Neutral
發出的	Shared/Neutral
委員會主席	Shared/Neutral
公帑	Shared/Neutral
洗咩	Shared/Neutral
閒閒	Shared/Neutral
首名	Shared/Neutral
係咩心態	Shared/Neutral
農曆新年	Shared/Neutral
原文	Shared/Neutral
關懷	Shared/Neutral
預留	Shared/Neutral
去年	Shared/Neutral
有人係	Shared/Neutral
選舉主任	Shared/Neutral
傾訴	Shared/Neutral
情操	Shared/Neutral
裡頭	Shared/Neutral
阿晴	Shared/Neutral
鬼鬼	Shared/Neutral
收收埋埋	Shared/Neutral
折墮	Shared/Neutral
氣的	Shared/Neutral
緩和	Shared/Neutral
伺服器	Shared/Neutral
多多聲	Shared/Neutral
係好正常	Shared/Neutral
乃木	Shared/Neutral
成孕	Shared/Neutral
禮儀	Shared/Neutral
總督	Shared/Neutral
你一起	Shared/Neutral
足球場	Shared/Neutral
香港就	Shared/Neutral
血債	Shared/Neutral
但又要	Shared/Neutral
接觸過	Shared/Neutral
都無法	Shared/Neutral
的錢	Shared/Neutral
個手足	Shared/Neutral
有幫助	Shared/Neutral
的一切	Shared/Neutral
單靠	Shared/Neutral
廣島	Shared/Neutral
強勁	Shared/Neutral
袋底	Shared/Neutral
係好多	Shared/Neutral
全部係	Shared/Neutral
平平地	Shared/Neutral
朝一日	Shared/Neutral
沖完涼	Shared/Neutral
同做	Shared/Neutral
廉價	Shared/Neutral
淘大	Shared/Neutral
甲由	Shared/Neutral
紅字	Shared/Neutral
談到	Shared/Neutral
集數	Shared/Neutral
一炮	Shared/Neutral
侵蝕	Shared/Neutral
個男	Shared/Neutral
屏幕	Shared/Neutral
恥辱	Shared/Neutral
算法	Shared/Neutral
裂口	Shared/Neutral
陰莖	Shared/Neutral
杜汶澤	Shared/Neutral
維園見	Shared/Neutral
正式開始	Shared/Neutral
低落	Shared/Neutral
比埋	Shared/Neutral
瀏覽	Shared/Neutral
鐵閘	Shared/Neutral
但原來	Shared/Neutral
轉會費	Shared/Neutral
野都係	Shared/Neutral
返工放工	Shared/Neutral
香港自治	Shared/Neutral
幾皮	Shared/Neutral
支旗	Shared/Neutral
架空	Shared/Neutral
符文	Shared/Neutral
著草	Shared/Neutral
蓬佩奧	Shared/Neutral
有朋友	Shared/Neutral
你還	Shared/Neutral
再係	Shared/Neutral
田中	Shared/Neutral
騙子	Shared/Neutral
天氣	Shared/Neutral
恆生	Shared/Neutral
租約	Shared/Neutral
老街	Shared/Neutral
虛無	Shared/Neutral
還命	Shared/Neutral
陳家	Shared/Neutral
首府	Shared/Neutral
關我事	Shared/Neutral
刷牙	Shared/Neutral
束縛	Shared/Neutral
沙利	Shared/Neutral
落機	Shared/Neutral
隻揪	Shared/Neutral
精神健康	Shared/Neutral
其他區	Shared/Neutral
的美國	Shared/Neutral
布林	Shared/Neutral
拍檔	Shared/Neutral
沙發	Shared/Neutral
生番	Shared/Neutral
不割席	Shared/Neutral
先覺得	Shared/Neutral
因為他們	Shared/Neutral
子民	Shared/Neutral
大聯盟	Shared/Neutral
普通法	Shared/Neutral
舞臺劇	Shared/Neutral
綜合報導	Shared/Neutral
奧林	Shared/Neutral
孔明	Shared/Neutral
早年	Shared/Neutral
起哂	Shared/Neutral
但點解	Shared/Neutral
卡路	Shared/Neutral
馬撚	Shared/Neutral
唉屌	Shared/Neutral
問題上	Shared/Neutral
無論是	Shared/Neutral
港姐	Shared/Neutral
處事	Shared/Neutral
更加多	Shared/Neutral
異世界	Shared/Neutral
就可以了	Shared/Neutral
顛覆國家政權	Shared/Neutral
做假	Shared/Neutral
打理	Shared/Neutral
處罰	Shared/Neutral
聽晚	Shared/Neutral
愈來愈多	Shared/Neutral
係多	Shared/Neutral
已對	Shared/Neutral
拉得	Shared/Neutral
揚言	Shared/Neutral
只係識	Shared/Neutral
的一聲	Shared/Neutral
大驚	Shared/Neutral
委內	Shared/Neutral
把炮	Shared/Neutral
放上	Shared/Neutral
放個	Shared/Neutral
激發	Shared/Neutral
的風	Shared/Neutral
眼皮	Shared/Neutral
耐心	Shared/Neutral
都寫	Shared/Neutral
都抵	Shared/Neutral
古惑仔	Shared/Neutral
淘汰賽	Shared/Neutral
高風險	Shared/Neutral
留名睇	Shared/Neutral
重新出發	Shared/Neutral
方形	Shared/Neutral
民運	Shared/Neutral
熄燈	Shared/Neutral
狗肉	Shared/Neutral
少部分	Shared/Neutral
話我地	Shared/Neutral
應該點做	Shared/Neutral
上鏡	Shared/Neutral
單張	Shared/Neutral
新興	Shared/Neutral
秀茂	Shared/Neutral
打贏要	Shared/Neutral
三世	Shared/Neutral
個妹	Shared/Neutral
圍觀	Shared/Neutral
塊鏡	Shared/Neutral
淨返	Shared/Neutral
老奉	Shared/Neutral
體溫	Shared/Neutral
果然係	Shared/Neutral
防暴警察	Shared/Neutral
一役	Shared/Neutral
主客	Shared/Neutral
有緣	Shared/Neutral
用你	Shared/Neutral
改變自己	Shared/Neutral
雨傘運動	Shared/Neutral
怨氣	Shared/Neutral
銀色	Shared/Neutral
養家	Shared/Neutral
女演員	Shared/Neutral
感覺上	Shared/Neutral
低水	Shared/Neutral
再到	Shared/Neutral
功效	Shared/Neutral
擺酒	Shared/Neutral
火線	Shared/Neutral
車狗	Shared/Neutral
遲遲	Shared/Neutral
一齊睇	Shared/Neutral
有部份	Shared/Neutral
同一樣野	Shared/Neutral
泛民主派	Shared/Neutral
私人地方	Shared/Neutral
視乎情況	Shared/Neutral
常理	Shared/Neutral
生於	Shared/Neutral
還有	Shared/Neutral
牛市	Shared/Neutral
福岡	Shared/Neutral
頂盡	Shared/Neutral
亞洲	Shared/Neutral
公事	Shared/Neutral
軍艦	Shared/Neutral
頭馬	Shared/Neutral
三道四	Shared/Neutral
第一日	Shared/Neutral
呢個社會	Shared/Neutral
主唱	Shared/Neutral
五萬	Shared/Neutral
僕街	Shared/Neutral
兄妹	Shared/Neutral
北美	Shared/Neutral
又食	Shared/Neutral
而久	Shared/Neutral
明日	Shared/Neutral
吶喊	Shared/Neutral
彰顯	Shared/Neutral
心心	Shared/Neutral
期內	Shared/Neutral
控方	Shared/Neutral
威爾斯	Shared/Neutral
支那豬	Shared/Neutral
後宮	Shared/Neutral
要好	Shared/Neutral
鋒澤	Shared/Neutral
首個	Shared/Neutral
三個	Shared/Neutral
合埋眼	Shared/Neutral
過來人	Shared/Neutral
香港民族	Shared/Neutral
居心	Shared/Neutral
把它	Shared/Neutral
曼德	Shared/Neutral
民怨	Shared/Neutral
海嘯	Shared/Neutral
為意	Shared/Neutral
衣櫃	Shared/Neutral
要還	Shared/Neutral
也只是	Shared/Neutral
事件中	Shared/Neutral
個時間	Shared/Neutral
圍威喂	Shared/Neutral
成日覺得	Shared/Neutral
行政長官林鄭月娥	Shared/Neutral
又細	Shared/Neutral
炒家	Shared/Neutral
成世人	Shared/Neutral
比狗咬	Shared/Neutral
的安全	Shared/Neutral
第二隻	Shared/Neutral
可能因為	Shared/Neutral
中藥	Shared/Neutral
函數	Shared/Neutral
基達	Shared/Neutral
搵鬼	Shared/Neutral
聽住	Shared/Neutral
著她	Shared/Neutral
螞蟻	Shared/Neutral
我一	Shared/Neutral
曼城	Shared/Neutral
正正係	Shared/Neutral
番香港	Shared/Neutral
先食	Shared/Neutral
地魔	Shared/Neutral
小三	Shared/Neutral
格格	Shared/Neutral
的身影	Shared/Neutral
被警員	Shared/Neutral
重要過	Shared/Neutral
直氣	Shared/Neutral
造就	Shared/Neutral
班後生	Shared/Neutral
奪取	Shared/Neutral
散去	Shared/Neutral
疲勞	Shared/Neutral
買一	Shared/Neutral
有關	Shared/Neutral
正視聽	Shared/Neutral
用手機	Shared/Neutral
君彥	Shared/Neutral
我玩	Shared/Neutral
了一聲	Shared/Neutral
認同你	Shared/Neutral
心理關口	Shared/Neutral
聯想	Shared/Neutral
鋪路	Shared/Neutral
初初	Shared/Neutral
區選	Shared/Neutral
班球員	Shared/Neutral
政棍	Shared/Neutral
里昂	Shared/Neutral
係幾好	Shared/Neutral
港珠澳	Shared/Neutral
的照片	Shared/Neutral
光芒	Shared/Neutral
再起	Shared/Neutral
攞去	Shared/Neutral
重拾	Shared/Neutral
董事長	Shared/Neutral
生命危險	Shared/Neutral
劣質	Shared/Neutral
想聽	Shared/Neutral
深切	Shared/Neutral
家庭	Shared/Neutral
男歌手	Shared/Neutral
正常生活	Shared/Neutral
停職	Shared/Neutral
大雄	Shared/Neutral
